veil-type,gill-attachment,veil-color,ring-number,gill-spacing,gill-size,bruises,stalk-shape,class,stalk-surface-above-ring,stalk-surface-below-ring,ring-type,cap-surface,cap-shape,stalk-root,stalk-color-above-ring,stalk-color-below-ring,population,spore-print-color,habitat,odor,cap-color,gill-color
p,f,w,o,c,b,f,t,p,k,k,e,s,f,b,b,w,v,w,g,a,e,r
p,f,w,o,c,n,f,t,p,k,k,e,y,f,e,w,w,v,n,d,n,n,b
p,f,w,o,c,b,t,t,p,s,k,e,y,x,r,w,n,v,k,l,n,g,y
p,f,w,t,c,b,f,e,e,k,s,p,f,k,e,w,o,y,k,l,n,g,n
p,f,w,o,w,b,f,t,e,s,k,p,y,b,?,w,b,y,w,g,n,n,p
p,f,w,o,c,b,f,t,p,k,s,p,s,f,b,c,w,y,n,d,f,w,h
p,f,w,o,c,b,f,t,e,k,s,p,f,f,?,w,g,v,n,p,n,g,w
p,f,w,o,c,b,f,t,e,s,s,p,s,k,e,p,e,s,w,d,n,n,p
p,f,w,o,c,b,t,e,e,s,k,p,y,f,b,w,w,n,n,l,f,e,n
p,f,w,o,c,n,t,t,p,s,s,p,y,b,b,w,w,s,k,m,s,n,p
p,f,w,t,c,b,f,t,e,k,k,p,f,k,?,p,w,v,w,p,n,g,k
p,f,w,o,c,b,f,t,p,s,k,p,f,f,c,w,p,v,u,d,n,g,h
p,f,w,o,c,b,t,t,p,s,f,l,y,x,b,w,w,v,w,d,l,g,b
p,f,w,o,c,b,f,e,p,s,s,p,s,x,b,g,w,n,h,l,n,e,p
p,f,w,o,c,b,f,t,p,k,s,p,y,f,b,p,w,s,k,d,n,n,b
p,f,w,o,c,b,f,t,e,k,s,p,y,x,b,p,p,y,n,g,s,n,k
p,f,w,o,c,b,t,t,e,s,s,p,y,f,b,w,w,c,w,g,f,y,w
p,f,w,o,c,b,t,t,e,s,s,p,s,f,b,e,p,y,k,d,s,g,e
p,f,w,o,c,n,f,e,p,k,s,p,y,x,b,w,w,c,h,g,l,w,b
p,f,w,o,w,b,t,e,e,s,k,p,y,x,b,w,n,y,k,g,l,e,p
p,f,w,o,c,b,t,e,p,s,f,e,y,k,?,w,w,a,w,l,f,n,p
p,f,w,o,c,n,t,t,p,s,s,e,s,x,c,w,g,c,k,p,c,y,b
p,f,w,o,c,b,f,t,e,f,k,p,s,x,?,w,n,y,h,d,f,n,h
p,f,y,o,c,b,t,e,e,s,f,e,f,f,e,w,w,v,k,p,n,g,p
p,f,w,o,w,b,f,t,e,k,k,e,s,x,c,p,w,v,k,d,y,n,n
p,f,w,o,c,b,t,e,p,s,s,e,y,x,b,w,w,a,w,l,f,n,h
p,f,w,o,c,n,f,t,p,s,s,l,s,f,b,p,g,y,n,p,s,e,k
p,f,w,o,c,b,t,e,e,s,s,e,s,f,b,o,p,v,n,g,a,g,k
p,f,w,o,w,b,f,e,e,s,k,p,s,x,?,w,n,s,h,d,f,n,n
p,f,w,o,w,b,t,t,e,s,k,l,y,f,e,g,w,y,k,g,f,p,w
p,f,w,o,c,b,t,t,p,f,s,e,y,x,?,w,w,c,w,p,n,n,b
p,f,w,o,w,b,t,t,p,s,s,p,y,f,b,w,p,s,u,d,l,g,h
p,f,w,o,c,b,t,t,e,s,k,l,f,f,b,g,p,y,n,d,n,g,k
p,f,w,o,c,n,f,t,e,k,s,p,y,f,e,w,w,v,w,p,n,g,p
p,f,w,o,c,b,t,e,p,s,s,e,f,b,c,p,w,v,n,g,n,e,p
p,f,w,o,c,b,t,t,p,f,k,p,s,k,?,w,p,v,k,p,n,g,p
p,f,w,o,c,b,f,t,p,k,k,l,f,x,?,n,p,v,w,p,n,n,b
p,f,w,o,c,n,f,t,p,s,s,e,f,x,?,w,p,v,n,l,n,y,h
p,f,w,o,c,b,f,t,p,s,s,e,y,x,?,w,p,v,w,g,s,p,p
p,f,w,o,c,b,t,t,e,s,k,p,y,f,b,g,w,v,u,g,n,e,p
p,f,w,o,c,b,t,e,e,s,s,p,s,x,c,w,w,v,h,g,f,e,w
p,f,w,o,w,n,f,e,e,k,k,p,s,x,?,w,n,v,h,d,n,n,n
p,f,w,o,w,b,t,t,e,s,s,e,y,f,b,w,w,a,k,g,f,e,w
p,f,w,o,w,b,t,e,p,s,s,p,f,f,b,w,w,y,h,g,n,g,b
p,f,w,o,c,n,f,t,p,s,k,l,y,x,?,w,b,v,n,d,f,n,b
p,f,w,o,c,b,f,t,e,s,s,e,f,b,?,w,w,v,w,g,n,g,k
p,f,w,o,c,n,f,t,p,k,s,e,s,f,?,n,w,s,k,g,s,w,b
p,f,w,o,c,n,f,e,p,s,s,p,s,x,b,p,p,y,r,d,n,g,g
p,f,w,t,c,b,t,e,e,s,f,p,s,k,b,w,w,v,k,l,f,g,p
p,f,w,o,c,n,f,e,e,s,k,e,y,x,?,w,w,s,w,p,p,g,u
p,f,w,o,c,b,f,t,p,k,k,p,f,f,?,n,p,s,n,g,n,g,p
p,f,w,o,c,n,f,t,e,s,s,p,y,x,?,w,w,y,w,g,n,y,p
p,f,w,o,c,n,t,t,e,s,s,p,y,f,b,p,w,v,w,l,a,n,w
p,f,w,o,c,b,t,e,p,s,s,e,f,f,b,p,p,v,h,d,n,e,g
p,f,w,o,c,b,t,t,e,s,s,p,y,x,b,g,p,y,w,d,n,e,n
p,f,w,o,w,b,f,t,p,k,y,l,y,x,?,b,y,y,k,d,f,g,b
p,f,w,o,c,n,f,t,e,s,s,e,y,f,b,p,p,s,n,g,f,e,p
p,f,w,o,w,n,f,e,e,s,s,e,y,x,e,w,w,v,n,d,s,g,k
p,f,w,o,c,n,f,e,p,k,s,e,s,x,?,b,p,v,h,g,p,g,h
p,f,w,o,c,b,t,t,p,s,f,e,y,f,b,w,w,v,n,p,f,e,g
p,f,w,o,c,n,f,e,e,f,s,l,y,f,?,w,g,y,o,g,n,b,n
p,f,w,o,c,b,f,t,p,s,s,p,f,x,?,p,w,y,k,g,n,w,b
p,f,w,o,c,n,t,e,p,s,s,p,y,x,b,o,w,v,w,w,y,y,b
p,f,w,o,w,b,f,t,p,s,y,l,s,f,e,w,w,y,w,g,c,n,p
p,f,w,o,c,n,f,e,e,s,s,e,s,k,b,w,g,v,w,l,a,w,n
p,f,w,o,c,b,f,t,e,s,f,e,y,x,?,w,w,v,n,p,n,y,n
p,f,w,o,c,b,f,t,p,k,s,e,y,f,e,n,w,a,n,d,f,g,p
p,f,w,o,c,n,t,t,e,s,s,e,s,b,b,p,p,v,w,g,f,y,w
p,f,w,o,w,n,f,t,p,s,k,p,s,f,e,w,p,s,h,d,n,y,p
p,f,w,o,w,b,t,t,e,s,s,e,y,x,b,w,w,v,n,w,y,n,p
p,f,w,o,c,n,t,e,e,s,s,p,f,f,c,p,w,v,n,p,n,y,w
p,f,w,o,c,b,f,e,e,s,s,e,s,b,b,w,w,v,h,m,y,y,n
p,f,w,o,c,b,t,e,e,s,s,e,s,f,c,g,p,v,n,p,c,g,n
p,f,w,o,c,n,f,e,e,s,k,e,s,f,b,w,w,a,h,l,y,n,w
p,f,w,o,w,b,t,e,e,s,s,e,f,f,c,p,w,v,n,d,f,y,w
p,f,w,t,c,b,t,t,p,s,f,p,y,x,b,w,w,v,w,g,n,g,g
p,f,w,o,w,b,t,t,e,s,k,p,s,f,e,p,w,n,n,d,y,n,n
p,f,w,o,c,b,t,e,p,s,k,e,f,f,b,w,p,v,n,d,n,n,b
p,f,w,o,c,b,f,t,p,f,k,p,y,x,?,w,p,s,n,d,n,g,b
p,f,w,o,c,b,f,t,e,k,k,e,s,x,b,b,p,v,w,g,s,n,n
p,f,w,o,c,b,f,t,e,k,s,e,f,f,?,p,g,a,n,d,n,g,p
p,f,w,o,c,b,f,e,e,k,k,p,s,f,b,p,p,s,k,p,n,n,p
p,f,w,o,c,b,f,t,e,k,k,e,y,k,e,w,b,v,w,g,n,g,p
p,f,w,o,w,b,t,t,e,s,s,p,f,x,b,w,w,y,n,g,n,n,p
p,f,w,o,w,n,f,e,p,s,k,p,f,x,b,g,p,y,w,p,n,g,b
p,f,w,o,c,b,t,e,e,s,s,p,y,x,b,w,w,v,o,g,s,w,n
p,f,w,o,c,b,t,t,e,s,f,e,y,f,e,w,w,a,k,g,m,g,k
p,f,w,o,c,n,f,t,p,s,f,e,s,f,?,p,w,v,w,g,n,w,h
p,f,w,o,c,n,f,t,e,s,s,l,s,x,b,w,w,y,k,d,n,n,p
p,f,w,o,c,n,f,t,p,k,s,p,s,k,b,b,w,n,w,d,n,g,b
p,f,w,o,c,n,f,e,p,k,s,l,s,x,b,b,w,y,h,d,a,y,p
p,f,w,o,c,b,t,t,e,s,s,l,y,b,b,w,g,y,n,l,f,e,k
p,f,w,o,c,n,f,t,e,s,s,e,s,f,c,w,w,v,n,d,n,g,p
p,f,w,o,c,b,t,e,e,s,s,e,f,f,b,w,g,v,n,w,n,y,n
p,f,w,o,c,n,t,e,p,s,s,p,s,x,b,w,w,y,k,d,n,n,g
p,f,w,o,c,n,f,t,e,k,s,p,s,f,b,b,g,n,n,g,p,e,n
p,f,y,t,c,n,f,e,e,s,s,p,y,b,?,p,w,n,h,m,n,n,h
p,f,w,o,c,n,t,e,e,s,s,p,s,f,c,w,w,y,k,u,s,e,w
p,f,w,t,c,b,t,t,p,s,f,l,y,x,b,p,w,v,w,m,f,n,b
p,f,w,o,w,n,f,e,p,k,k,l,y,x,?,n,p,y,n,d,l,w,p
p,f,w,o,c,b,f,t,e,s,s,e,y,f,b,w,p,v,w,p,m,n,w
p,f,w,o,w,n,f,e,e,s,k,e,s,f,?,w,p,v,k,g,y,y,u
p,f,w,o,c,n,f,e,p,k,s,e,y,f,b,b,w,s,w,l,n,n,p
p,f,w,o,w,b,t,t,p,s,k,e,f,x,b,w,n,v,n,d,n,n,p
p,f,w,o,c,n,f,t,e,k,s,p,y,x,?,p,p,s,n,d,n,e,p
p,f,w,o,c,b,f,t,e,f,s,p,f,f,?,w,w,s,w,g,n,e,g
p,f,w,o,c,b,f,t,e,k,s,l,y,f,?,p,w,y,n,p,f,g,w
p,f,w,o,c,n,f,e,e,s,s,p,s,f,b,w,w,n,n,d,n,n,n
p,f,w,o,c,b,f,t,p,k,s,e,s,x,e,p,p,v,k,p,f,g,h
p,f,w,t,c,b,t,e,e,s,s,l,f,k,b,p,w,y,k,g,n,e,n
p,f,w,o,c,b,f,e,e,f,s,p,y,x,b,w,w,v,k,d,s,w,k
p,f,w,o,c,n,f,e,p,k,s,p,s,x,b,p,p,c,n,m,f,g,g
p,f,w,o,w,b,f,t,e,k,f,p,f,f,e,p,w,y,n,g,n,n,w
p,f,w,n,c,n,f,t,p,s,s,p,y,k,b,p,g,v,k,l,f,e,g
p,f,w,o,c,b,t,e,p,s,s,l,f,f,b,p,w,v,k,d,n,y,b
p,f,w,t,w,b,t,t,e,s,k,p,f,k,c,w,p,y,n,p,n,w,w
p,f,w,o,c,n,f,t,e,s,s,p,s,x,b,w,o,s,k,d,l,y,p
p,f,w,o,c,b,f,t,p,s,s,p,s,f,?,w,p,s,w,d,n,n,g
p,f,w,o,c,n,f,t,p,k,s,e,s,f,?,p,w,v,w,l,n,w,b
p,f,w,o,c,n,f,t,p,k,s,p,y,f,?,w,w,v,w,g,f,y,p
p,f,w,o,w,n,f,e,p,k,f,e,s,f,b,n,w,a,n,d,p,w,p
p,f,w,o,c,n,f,e,e,s,s,p,y,f,?,w,o,v,h,g,n,n,p
p,f,w,t,c,b,f,e,e,k,k,e,y,x,e,c,p,a,h,p,s,g,w
p,f,w,o,c,n,f,t,p,s,s,e,s,x,?,w,w,c,w,g,y,e,b
p,f,w,o,c,b,f,e,e,f,s,l,f,s,b,w,w,y,h,u,n,w,k
p,f,w,o,c,n,t,t,e,s,s,e,s,x,b,w,p,v,w,g,s,n,w
p,f,w,o,c,b,f,e,e,k,s,e,y,x,?,p,w,v,n,d,a,b,u
p,f,w,o,c,b,f,t,p,s,s,p,y,x,?,w,w,y,n,p,f,y,w
p,f,w,o,c,b,t,e,e,s,s,p,f,x,b,g,w,v,n,d,f,y,u
p,f,w,o,c,b,t,e,e,s,k,p,y,x,?,w,w,n,h,u,f,g,u
p,f,w,o,c,b,f,e,e,s,s,e,f,x,b,w,w,v,k,d,f,y,u
p,f,w,o,c,b,t,t,e,s,s,l,f,f,b,w,g,v,w,d,n,g,k
p,f,w,o,c,b,t,e,p,s,f,p,s,f,b,w,w,s,h,p,f,e,u
p,f,w,o,c,b,f,t,p,k,s,e,y,x,b,n,g,v,w,d,l,w,w
p,f,w,o,c,b,f,t,e,s,s,l,f,x,e,o,w,y,h,g,c,n,h
p,f,w,o,c,b,f,t,e,k,k,p,s,f,b,p,n,y,w,g,y,g,p
p,a,o,o,c,b,f,e,p,k,s,p,y,f,b,c,g,v,h,d,f,n,b
p,f,w,o,c,b,t,t,p,s,k,p,y,k,b,p,p,v,k,l,n,g,h
p,f,w,o,c,b,f,t,p,s,s,l,s,x,e,p,w,v,w,g,l,g,b
p,f,w,o,c,b,t,t,e,s,s,p,f,x,e,w,p,y,k,d,n,e,w
p,f,w,o,c,n,f,t,e,s,k,p,s,x,e,w,p,y,k,d,s,g,p
p,f,w,o,c,b,t,t,p,s,s,e,y,x,b,w,p,v,w,u,n,y,h
p,f,w,o,c,b,t,t,e,s,s,e,y,x,b,o,w,v,n,u,n,n,w
p,f,w,t,c,b,f,t,e,k,s,p,y,b,?,n,g,v,w,m,l,w,u
p,f,w,o,c,b,f,t,p,f,s,e,y,x,b,w,p,v,w,m,f,y,p
p,f,w,o,w,b,f,t,e,f,y,p,y,k,?,w,w,v,k,d,f,w,n
p,f,w,o,c,b,f,e,e,s,k,e,f,x,b,w,n,a,n,d,n,y,w
p,f,w,o,c,b,f,e,e,s,s,p,s,x,e,w,w,v,h,d,c,g,p
p,f,w,o,c,b,t,e,p,s,k,l,y,k,b,w,w,y,n,w,f,n,h
p,f,w,o,w,b,f,t,e,k,k,e,s,x,b,n,p,v,k,l,n,n,w
p,f,w,o,c,b,f,t,p,s,y,p,s,x,b,w,c,v,n,d,a,n,b
p,f,w,o,c,b,t,t,p,s,s,p,f,f,b,w,g,v,w,d,n,y,p
p,f,w,o,c,b,t,t,p,s,s,e,y,f,b,p,w,v,w,d,y,g,h
p,f,w,o,c,n,f,t,e,s,s,l,y,x,?,g,w,v,k,g,n,n,n
p,f,w,o,c,n,f,t,p,s,s,e,y,x,b,w,w,a,w,g,f,g,h
p,f,w,o,c,n,f,e,e,k,s,e,s,x,?,p,g,v,w,p,y,y,n
p,f,w,o,c,b,f,t,e,f,s,p,f,x,b,w,p,v,h,g,f,w,n
p,f,w,o,c,b,t,t,e,s,s,e,f,b,b,p,w,v,w,g,n,b,n
p,f,w,o,c,n,f,t,p,k,s,e,s,x,?,w,p,v,w,d,p,w,h
p,f,w,o,w,b,f,t,e,k,s,e,s,k,e,p,w,v,n,l,a,y,k
p,f,w,o,c,b,f,t,e,k,s,e,s,f,b,p,w,v,k,g,y,n,p
p,a,o,o,c,n,f,e,p,s,s,p,s,f,e,w,w,v,w,d,y,e,p
p,f,w,o,c,n,f,t,e,s,k,e,s,x,?,p,p,v,w,d,a,w,w
p,f,w,o,c,b,f,e,p,s,s,e,y,b,?,p,p,v,o,m,y,e,h
p,f,w,o,c,n,f,t,e,k,k,p,y,x,e,n,n,s,w,d,p,b,o
p,f,w,o,c,b,t,t,p,s,s,l,s,x,c,w,g,v,n,d,n,g,n
p,f,w,t,c,b,f,t,e,f,s,e,f,x,?,w,p,v,k,p,f,b,w
p,f,w,o,c,b,t,t,p,s,k,p,f,x,c,p,p,y,k,d,n,g,b
p,f,w,o,c,b,t,t,e,s,s,p,y,b,r,p,w,s,w,g,l,u,p
p,f,w,o,c,n,f,t,e,k,k,e,y,f,?,n,p,v,h,g,n,n,w
p,f,w,o,w,b,f,e,p,s,f,p,y,b,?,w,w,c,h,m,f,g,b
p,f,w,o,c,b,t,e,e,s,k,p,y,x,e,w,p,n,h,d,n,n,n
p,f,w,o,c,b,f,t,e,k,s,e,f,x,?,n,p,v,h,g,c,e,u
p,f,w,o,c,b,t,t,p,s,k,e,f,x,c,p,n,v,w,g,n,n,g
p,f,w,o,w,b,f,e,p,s,s,p,f,f,?,e,w,y,k,l,f,g,g
p,f,w,o,c,b,t,t,e,s,s,l,f,f,c,w,w,y,k,g,f,w,g
p,f,w,o,c,b,t,e,e,s,s,e,f,k,c,w,w,s,w,g,f,e,p
p,f,w,o,c,b,f,e,p,s,k,e,y,f,b,w,b,v,w,d,n,n,k
p,f,w,o,c,b,t,e,e,s,s,e,y,f,?,g,p,v,k,d,f,g,u
p,f,w,o,c,b,t,t,p,s,s,l,y,f,c,g,w,y,n,p,l,y,p
p,a,o,o,c,b,t,e,p,s,s,p,f,b,c,o,w,n,h,g,f,n,b
p,f,w,o,c,b,t,e,e,s,s,p,s,k,b,w,w,y,k,w,f,g,k
p,f,w,t,c,b,f,e,e,k,s,e,y,b,?,n,o,v,k,l,f,w,w
p,f,w,o,c,n,f,t,p,k,k,p,y,x,?,b,p,s,h,g,f,n,b
p,f,w,o,c,b,f,t,p,s,k,e,s,x,e,w,p,v,w,p,l,e,b
p,f,w,o,c,b,f,t,p,k,s,p,f,f,b,b,w,y,w,d,f,y,h
p,f,w,o,c,b,f,e,p,f,s,e,s,f,b,w,w,v,k,d,f,y,b
p,f,w,o,c,b,t,t,e,s,k,e,y,x,b,w,w,v,n,m,n,e,w
p,f,w,o,c,b,f,e,p,s,s,p,s,x,b,w,g,y,w,d,n,n,p
p,f,w,o,c,b,t,t,e,s,k,p,s,f,b,e,w,y,w,d,s,e,g
p,f,w,o,c,b,t,t,p,s,s,p,s,x,b,w,g,v,w,l,s,e,p
p,f,w,o,c,b,t,e,e,s,s,e,f,f,b,w,w,v,w,d,f,n,p
p,f,w,t,c,b,t,t,e,s,s,p,f,b,b,w,w,y,k,g,f,p,w
p,f,w,n,w,n,f,t,p,k,s,e,s,x,b,w,w,v,k,d,y,c,b
p,f,w,o,c,n,f,e,p,k,s,l,y,x,e,n,p,v,w,g,p,n,b
p,f,w,o,c,n,f,t,p,y,f,p,s,f,?,n,w,v,w,d,f,n,w
p,f,w,o,c,n,t,t,e,s,s,e,s,x,b,w,w,v,h,d,f,g,p
p,f,w,o,w,b,t,e,e,s,s,p,f,f,r,p,g,y,h,l,f,g,n
p,f,w,o,c,b,f,e,p,s,k,e,f,x,?,w,p,v,n,g,f,y,n
p,f,w,o,c,b,t,t,p,s,s,p,f,x,?,w,w,s,k,g,f,y,b
p,f,w,o,c,b,f,t,p,f,k,p,f,x,b,w,n,s,w,l,f,n,p
p,f,w,o,c,b,f,t,e,s,y,p,f,x,?,w,w,y,w,d,n,w,p
p,f,w,o,c,n,f,t,e,s,s,e,s,k,b,w,g,v,k,g,n,e,n
p,f,w,t,c,n,f,t,e,f,s,e,s,k,b,w,p,s,w,g,c,w,k
p,f,w,o,c,b,f,t,p,s,k,p,f,f,e,w,p,n,h,p,n,e,b
p,f,w,o,c,b,t,t,e,s,f,l,s,f,b,g,w,y,k,p,n,r,u
p,f,w,o,c,b,f,t,p,k,s,e,s,x,?,p,w,s,n,g,n,w,k
p,f,w,o,c,b,t,t,p,s,s,e,y,x,b,g,w,v,w,d,n,n,h
p,f,w,o,c,n,t,e,p,s,k,p,y,x,?,w,p,s,h,p,a,g,b
p,f,w,o,w,b,t,t,p,s,s,e,s,x,b,w,p,v,k,d,f,g,b
p,f,w,o,c,b,t,t,e,s,f,p,f,k,b,w,w,v,w,l,f,n,w
p,f,w,o,c,n,f,t,p,s,k,e,f,k,b,w,p,c,k,l,n,g,r
p,f,w,o,c,b,f,t,p,k,s,p,y,x,e,p,w,s,w,d,f,e,b
p,f,w,o,c,b,t,e,e,s,s,p,y,f,b,e,g,v,h,p,n,g,n
p,f,w,o,w,b,t,t,p,s,k,e,f,x,c,o,w,a,w,u,n,w,p
p,f,w,o,c,b,f,e,e,k,k,p,f,k,b,b,b,n,w,p,n,g,n
p,f,w,o,w,b,t,t,p,s,s,l,s,f,b,w,w,v,k,d,c,w,g
p,f,w,o,c,n,f,t,p,s,f,p,s,x,?,p,w,s,n,g,s,n,b
p,f,w,o,c,b,f,t,p,s,s,p,y,x,e,w,w,y,k,d,p,n,p
p,f,w,o,c,b,t,t,e,s,s,e,y,x,b,g,w,v,w,m,a,n,n
p,f,w,o,c,b,t,t,e,s,s,p,f,x,c,p,p,y,h,g,f,y,h
p,f,w,o,c,n,f,t,p,f,y,l,y,f,?,w,n,y,n,d,p,e,g
p,f,w,o,c,b,t,e,p,s,f,l,s,x,?,w,w,v,k,u,n,n,b
p,f,w,o,c,b,t,e,p,s,k,l,f,x,b,w,w,v,h,d,n,g,p
p,f,w,o,c,b,t,e,e,s,k,e,f,x,b,w,w,c,o,m,n,n,u
p,f,w,o,c,b,t,t,p,s,s,p,f,f,b,w,w,y,h,d,n,e,p
p,f,w,o,c,b,f,e,e,s,s,p,y,f,b,w,w,s,h,g,s,n,e
p,f,w,o,c,b,t,t,p,s,s,p,y,x,b,w,w,y,w,d,a,n,b
p,f,w,o,c,b,t,t,p,f,k,p,y,f,b,w,p,y,w,d,n,n,b
p,f,w,o,c,b,f,t,p,f,k,p,f,x,e,w,b,y,k,d,n,n,g
p,f,w,o,w,b,t,t,p,s,s,p,f,f,b,w,w,y,w,u,n,n,g
p,f,w,o,c,n,f,e,p,s,s,e,s,x,?,o,g,v,k,d,n,g,n
p,f,w,o,c,b,t,t,e,s,k,p,y,f,c,w,w,v,n,d,n,y,w
p,f,w,o,c,b,t,t,p,s,s,e,y,x,b,w,w,a,k,d,y,n,g
p,f,w,o,c,b,f,e,p,k,f,p,y,k,?,b,w,n,n,g,s,e,b
p,a,n,o,c,b,t,e,p,s,s,n,s,x,c,g,w,c,h,p,c,e,h
p,f,w,o,w,b,t,e,p,s,k,p,f,f,b,w,b,n,n,g,f,n,b
p,f,w,o,c,b,f,e,e,s,s,p,y,x,?,w,w,v,n,g,n,n,u
p,f,w,o,c,n,t,t,e,s,k,p,y,x,b,w,p,s,k,d,n,y,u
p,f,w,o,c,b,f,e,e,k,k,e,f,b,?,b,p,s,w,g,n,e,k
p,f,w,o,c,n,t,t,p,s,s,p,s,b,c,w,e,v,w,d,y,g,p
p,f,w,o,c,b,t,e,e,s,s,e,s,f,b,w,w,v,h,d,n,w,n
p,f,w,o,c,b,f,e,p,k,f,l,y,s,?,p,w,v,k,u,y,w,h
p,f,w,o,c,n,f,t,p,k,s,p,y,x,?,w,g,v,w,g,f,g,b
p,f,w,o,c,b,t,e,e,s,k,l,y,f,b,p,w,y,k,d,n,e,w
p,f,w,o,c,b,f,t,e,f,k,p,y,f,b,w,b,v,n,g,m,n,p
p,f,w,o,c,b,f,t,e,k,s,l,s,f,b,c,w,y,k,d,n,e,n
p,f,w,o,c,b,f,t,e,k,k,e,y,x,e,b,w,v,w,d,s,g,w
p,f,w,o,c,b,t,e,p,s,f,e,y,x,r,p,w,v,k,d,n,n,b
p,f,w,o,w,b,f,t,p,k,s,p,f,x,b,w,p,n,w,l,n,e,g
p,a,o,o,c,b,f,e,p,k,s,p,f,x,?,b,w,s,h,d,n,g,b
p,f,w,o,c,b,f,e,e,f,f,e,f,f,?,w,w,v,w,u,n,n,n
p,f,w,o,c,b,f,t,e,k,k,p,y,x,?,p,b,y,h,w,l,n,w
p,f,w,o,c,b,t,t,e,s,s,p,f,x,b,w,g,v,w,d,n,e,n
p,f,w,o,c,b,t,t,e,s,s,l,f,x,?,e,w,y,w,g,n,n,w
p,f,w,o,w,b,f,t,e,s,s,e,y,f,b,w,w,v,k,g,s,y,n
p,f,w,o,c,b,t,e,p,s,f,e,s,f,b,w,w,v,h,d,f,n,h
p,f,w,o,c,n,f,e,p,k,s,e,y,f,?,p,w,v,h,d,s,e,b
p,f,w,o,c,b,t,t,e,s,k,p,f,f,e,w,n,y,w,d,n,e,p
p,f,w,o,c,n,f,t,p,s,k,e,f,x,e,w,p,v,k,w,n,n,p
p,f,w,o,c,n,t,e,p,s,s,e,s,x,b,w,w,c,n,g,y,w,b
p,f,w,o,c,n,t,t,e,s,k,l,s,x,e,g,b,v,k,l,f,g,w
p,f,w,o,c,b,t,e,e,s,k,e,y,x,b,w,w,v,k,w,n,w,n
p,f,w,t,w,n,f,e,e,k,s,p,s,x,?,p,p,v,h,p,n,w,w
p,f,w,o,c,b,t,e,p,s,s,p,f,f,b,w,w,v,w,g,f,y,b
p,f,w,o,c,b,t,e,e,s,s,p,y,f,b,w,w,y,h,d,f,e,p
p,f,w,o,w,n,f,e,e,k,k,l,s,x,b,b,w,v,w,d,p,g,w
p,f,w,o,c,b,f,t,p,k,s,e,f,f,b,p,w,v,n,g,n,e,p
p,f,w,o,c,b,f,t,p,s,s,p,y,f,b,w,w,s,w,d,f,y,b
p,f,w,o,c,b,t,t,e,s,k,l,s,x,b,w,p,y,n,d,n,e,k
p,f,w,o,c,b,f,t,p,s,k,p,f,f,?,w,n,y,n,d,n,n,g
p,f,w,o,c,b,f,t,e,k,f,p,f,f,b,n,w,v,w,d,n,y,n
p,f,w,o,c,b,f,t,p,f,y,p,y,f,e,w,w,n,n,d,y,y,p
p,f,w,o,c,b,f,e,p,k,k,p,s,f,?,p,p,s,w,g,n,w,b
p,f,w,o,w,b,f,t,p,k,f,e,f,x,?,w,w,v,n,d,l,g,h
p,f,w,o,w,b,t,t,p,s,k,p,s,x,b,w,p,y,w,m,f,n,b
p,f,w,o,c,b,t,e,e,s,s,l,y,f,b,w,w,v,h,d,n,n,u
p,f,w,o,c,b,t,t,e,s,y,e,f,f,r,w,c,c,k,d,n,y,n
p,f,w,o,c,n,f,t,p,k,s,p,s,f,e,w,g,v,k,d,c,e,p
p,f,w,o,c,n,f,e,e,k,k,p,y,f,?,p,b,v,w,g,n,g,w
p,f,w,o,c,b,t,t,p,s,s,e,s,x,c,w,g,v,n,d,y,n,b
p,f,w,o,c,b,t,t,p,s,s,p,f,x,r,w,o,s,w,d,n,e,h
p,f,w,o,c,n,f,e,p,k,k,l,s,f,b,w,b,v,w,l,n,n,h
p,f,w,o,w,b,t,e,p,f,f,e,s,f,b,w,w,v,k,d,n,y,b
p,f,w,o,c,n,f,e,p,s,s,p,y,x,b,w,w,v,n,g,n,g,p
p,f,w,o,c,n,f,e,e,k,s,l,s,f,?,p,w,v,h,d,s,n,w
p,f,w,o,c,b,f,e,e,s,s,p,s,x,b,w,w,y,w,d,a,e,w
p,f,w,o,c,b,f,e,e,k,s,e,y,b,b,n,w,a,k,l,l,n,w
p,f,w,o,c,b,t,e,p,s,s,l,f,f,e,w,w,v,h,l,n,n,g
p,f,w,t,c,b,t,e,e,s,s,l,s,b,b,g,w,y,n,l,f,b,p
p,f,w,o,c,b,f,t,p,s,k,p,y,f,?,g,p,y,w,p,n,n,b
p,f,w,o,c,n,t,t,e,s,s,e,y,f,b,w,w,c,h,p,n,g,h
p,f,w,o,c,n,f,e,e,k,s,p,s,f,?,b,p,y,r,d,f,e,n
p,f,w,o,w,b,t,t,e,s,k,p,y,x,b,w,b,y,k,g,y,g,w
p,f,w,o,c,b,t,t,e,s,s,l,y,f,?,w,g,y,k,d,n,g,u
p,f,w,t,c,b,f,t,p,s,k,e,y,x,?,g,p,s,n,g,f,w,b
p,f,w,o,c,b,t,e,p,s,s,e,f,f,b,w,w,a,w,m,n,n,p
p,f,w,o,c,n,f,t,p,k,y,e,s,x,b,p,c,v,k,d,f,n,h
p,f,w,o,c,n,f,t,p,k,f,e,y,x,e,n,w,v,n,l,f,e,b
p,f,w,o,c,n,t,t,e,s,k,p,y,b,b,w,b,y,w,l,n,n,p
p,f,w,o,c,b,t,t,p,s,s,e,y,x,b,w,w,v,k,g,y,g,b
